Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0051707~response to other organism	28	19.310344827586206	1.570699559401274E-9	ENSG00000135218, ENSG00000164047, ENSG00000148346, ENSG00000107562, ENSG00000073756, ENSG00000118520, ENSG00000132465, ENSG00000128322, ENSG00000005381, ENSG00000121742, ENSG00000172232, ENSG00000138772, ENSG00000008394, ENSG00000163661, ENSG00000197561, ENSG00000166527, ENSG00000012223, ENSG00000008438, ENSG00000134326, ENSG00000100448, ENSG00000124107, ENSG00000133063, ENSG00000169397, ENSG00000162692, ENSG00000179750, ENSG00000164821, ENSG00000186652, ENSG00000163221	143	829	16650	3.93261744287076	4.779627373996398E-6	4.779637654550584E-7	2.832799284036014E-6
GOTERM_BP_FAT	GO:0043207~response to external biotic stimulus	28	19.310344827586206	1.570699559401274E-9	ENSG00000135218, ENSG00000164047, ENSG00000148346, ENSG00000107562, ENSG00000073756, ENSG00000118520, ENSG00000132465, ENSG00000128322, ENSG00000005381, ENSG00000121742, ENSG00000172232, ENSG00000138772, ENSG00000008394, ENSG00000163661, ENSG00000197561, ENSG00000166527, ENSG00000012223, ENSG00000008438, ENSG00000134326, ENSG00000100448, ENSG00000124107, ENSG00000133063, ENSG00000169397, ENSG00000162692, ENSG00000179750, ENSG00000164821, ENSG00000186652, ENSG00000163221	143	829	16650	3.93261744287076	4.779627373996398E-6	4.779637654550584E-7	2.832799284036014E-6
GOTERM_BP_FAT	GO:0048285~organelle fission	24	16.551724137931036	2.8176874614314736E-9	ENSG00000138778, ENSG00000161800, ENSG00000131747, ENSG00000090889, ENSG00000066279, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000117399, ENSG00000170312, ENSG00000143228, ENSG00000122952, ENSG00000124882, ENSG00000138160, ENSG00000088325, ENSG00000011426, ENSG00000137804, ENSG00000152253, ENSG00000137807, ENSG00000178999, ENSG00000175063, ENSG00000087586, ENSG00000157456, ENSG00000145386	143	622	16650	4.492613495828929	8.574186062593192E-6	7.794744981692858E-7	5.0817756336307696E-6
GOTERM_BP_FAT	GO:0009607~response to biotic stimulus	28	19.310344827586206	4.774165882030011E-9	ENSG00000135218, ENSG00000164047, ENSG00000148346, ENSG00000107562, ENSG00000073756, ENSG00000118520, ENSG00000132465, ENSG00000128322, ENSG00000005381, ENSG00000121742, ENSG00000172232, ENSG00000138772, ENSG00000008394, ENSG00000163661, ENSG00000197561, ENSG00000166527, ENSG00000012223, ENSG00000008438, ENSG00000134326, ENSG00000100448, ENSG00000124107, ENSG00000133063, ENSG00000169397, ENSG00000162692, ENSG00000179750, ENSG00000164821, ENSG00000186652, ENSG00000163221	143	873	16650	3.7344099199769305	1.4527681159393069E-5	1.2106481577234263E-6	8.610337354220121E-6
GOTERM_BP_FAT	GO:0006952~defense response	37	25.517241379310345	1.0393914600393953E-8	ENSG00000135218, ENSG00000164047, ENSG00000096006, ENSG00000148346, ENSG00000107562, ENSG00000073756, ENSG00000132465, ENSG00000128322, ENSG00000005381, ENSG00000115607, ENSG00000165168, ENSG00000124882, ENSG00000172232, ENSG00000138772, ENSG00000163661, ENSG00000197561, ENSG00000136573, ENSG00000166527, ENSG00000229314, ENSG00000133048, ENSG00000163421, ENSG00000173391, ENSG00000160180, ENSG00000012223, ENSG00000008438, ENSG00000228278, ENSG00000112299, ENSG00000100448, ENSG00000134198, ENSG00000124107, ENSG00000169397, ENSG00000179750, ENSG00000162692, ENSG00000164821, ENSG00000186652, ENSG00000163221, ENSG00000159339	143	1518	16650	2.8379723043754668	3.1628182165066576E-5	2.4329726054928003E-6	1.874570554338817E-5
GOTERM_BP_FAT	GO:0006955~immune response	37	25.517241379310345	1.8202004930420543E-8	ENSG00000135218, ENSG00000164047, ENSG00000124469, ENSG00000096006, ENSG00000148346, ENSG00000186265, ENSG00000107562, ENSG00000186431, ENSG00000132465, ENSG00000128322, ENSG00000105205, ENSG00000104921, ENSG00000115607, ENSG00000109743, ENSG00000165168, ENSG00000124882, ENSG00000172232, ENSG00000138772, ENSG00000163661, ENSG00000197561, ENSG00000136573, ENSG00000166527, ENSG00000156575, ENSG00000012223, ENSG00000008438, ENSG00000112299, ENSG00000100448, ENSG00000124107, ENSG00000169397, ENSG00000133063, ENSG00000179750, ENSG00000162692, ENSG00000162747, ENSG00000164821, ENSG00000186652, ENSG00000163221, ENSG00000159339	143	1551	16650	2.7775899149206693	5.538716749908801E-5	3.956327989773634E-6	3.282780492996906E-5
GOTERM_CC_FAT	GO:0044421~extracellular region part	68	46.89655172413793	2.0833306204901912E-8	ENSG00000196139, ENSG00000124469, ENSG00000164047, ENSG00000148346, ENSG00000163993, ENSG00000206177, ENSG00000137563, ENSG00000132465, ENSG00000134827, ENSG00000005381, ENSG00000242550, ENSG00000109743, ENSG00000172232, ENSG00000124882, ENSG00000148175, ENSG00000133742, ENSG00000150625, ENSG00000197561, ENSG00000229314, ENSG00000170180, ENSG00000189068, ENSG00000223609, ENSG00000100504, ENSG00000012223, ENSG00000228278, ENSG00000133818, ENSG00000112299, ENSG00000086548, ENSG00000104267, ENSG00000163751, ENSG00000100448, ENSG00000196415, ENSG00000133063, ENSG00000162692, ENSG00000162747, ENSG00000118113, ENSG00000072110, ENSG00000115828, ENSG00000122176, ENSG00000135218, ENSG00000140848, ENSG00000096006, ENSG00000161800, ENSG00000169385, ENSG00000107562, ENSG00000118520, ENSG00000128322, ENSG00000100985, ENSG00000170312, ENSG00000104921, ENSG00000138772, ENSG00000163661, ENSG00000137807, ENSG00000178999, ENSG00000133048, ENSG00000184292, ENSG00000105472, ENSG00000107789, ENSG00000173391, ENSG00000160180, ENSG00000008438, ENSG00000111052, ENSG00000102837, ENSG00000124107, ENSG00000119888, ENSG00000169397, ENSG00000164821, ENSG00000186652	138	3878	14527	1.845856597230008	6.499970474527217E-6	3.2499905184835143E-6	2.800604340658097E-5
GOTERM_BP_FAT	GO:0098813~nuclear chromosome segregation	16	11.03448275862069	2.3538266297352363E-8	ENSG00000138778, ENSG00000123219, ENSG00000161800, ENSG00000131747, ENSG00000090889, ENSG00000112742, ENSG00000134057, ENSG00000117399, ENSG00000126787, ENSG00000143228, ENSG00000122952, ENSG00000137804, ENSG00000152253, ENSG00000137807, ENSG00000178999, ENSG00000175063	143	287	16650	6.491069905704053	7.162438015517747E-5	4.7751182860045205E-6	4.245189387797055E-5
GOTERM_BP_FAT	GO:0007059~chromosome segregation	17	11.724137931034482	2.6548048536567813E-8	ENSG00000138778, ENSG00000123219, ENSG00000161800, ENSG00000131747, ENSG00000090889, ENSG00000112742, ENSG00000134057, ENSG00000117399, ENSG00000126787, ENSG00000143228, ENSG00000122952, ENSG00000138160, ENSG00000137804, ENSG00000152253, ENSG00000137807, ENSG00000178999, ENSG00000175063	143	334	16650	5.926259369373142	8.078244969356163E-5	5.0490943015457646E-6	4.788011547240956E-5
GOTERM_BP_FAT	GO:0035821~modification of morphology or physiology of other organism	11	7.586206896551724	3.993897841288824E-8	ENSG00000012223, ENSG00000104921, ENSG00000164047, ENSG00000176890, ENSG00000172232, ENSG00000100448, ENSG00000148175, ENSG00000164821, ENSG00000163661, ENSG00000197561, ENSG00000163221	143	112	16650	11.43543956043956	1.2152692887845706E-4	7.149051732158185E-6	7.203100745867275E-5
GOTERM_BP_FAT	GO:0051726~regulation of cell cycle	28	19.310344827586206	4.9305208772150474E-8	ENSG00000138778, ENSG00000161800, ENSG00000073756, ENSG00000066279, ENSG00000134057, ENSG00000167513, ENSG00000143476, ENSG00000170312, ENSG00000122952, ENSG00000138160, ENSG00000124882, ENSG00000088325, ENSG00000129173, ENSG00000117318, ENSG00000137804, ENSG00000137807, ENSG00000178999, ENSG00000157456, ENSG00000145386, ENSG00000131747, ENSG00000112742, ENSG00000126787, ENSG00000117399, ENSG00000100526, ENSG00000011426, ENSG00000166803, ENSG00000087586, ENSG00000175063	143	976	16650	3.340307233749857	1.5002449929046868E-4	8.335284933047582E-6	8.892324533382734E-5
GOTERM_BP_FAT	GO:0022402~cell cycle process	33	22.758620689655174	9.622620631401285E-8	ENSG00000138778, ENSG00000161800, ENSG00000176890, ENSG00000090889, ENSG00000066279, ENSG00000134057, ENSG00000167513, ENSG00000143476, ENSG00000170312, ENSG00000143228, ENSG00000122952, ENSG00000138160, ENSG00000124882, ENSG00000088325, ENSG00000072571, ENSG00000129173, ENSG00000152253, ENSG00000137804, ENSG00000137807, ENSG00000178999, ENSG00000157456, ENSG00000145386, ENSG00000123219, ENSG00000131747, ENSG00000112742, ENSG00000126787, ENSG00000117399, ENSG00000101003, ENSG00000100526, ENSG00000011426, ENSG00000171848, ENSG00000087586, ENSG00000175063	143	1357	16650	2.831472138767644	2.9277349344380976E-4	1.5411268612042228E-5	1.7354643336853215E-4
GOTERM_CC_FAT	GO:0005576~extracellular region	74	51.03448275862069	1.4413418413280248E-7	ENSG00000196139, ENSG00000124469, ENSG00000164047, ENSG00000158825, ENSG00000148346, ENSG00000163993, ENSG00000206177, ENSG00000186431, ENSG00000137563, ENSG00000132465, ENSG00000134827, ENSG00000005381, ENSG00000242550, ENSG00000109743, ENSG00000172232, ENSG00000124882, ENSG00000148175, ENSG00000133742, ENSG00000150625, ENSG00000197561, ENSG00000229314, ENSG00000156575, ENSG00000170180, ENSG00000163421, ENSG00000189068, ENSG00000223609, ENSG00000100504, ENSG00000012223, ENSG00000228278, ENSG00000086548, ENSG00000133818, ENSG00000112299, ENSG00000104267, ENSG00000163751, ENSG00000100448, ENSG00000196415, ENSG00000133063, ENSG00000162692, ENSG00000162747, ENSG00000118113, ENSG00000072110, ENSG00000115828, ENSG00000163221, ENSG00000122176, ENSG00000135218, ENSG00000140848, ENSG00000096006, ENSG00000161800, ENSG00000169385, ENSG00000107562, ENSG00000118520, ENSG00000128322, ENSG00000100985, ENSG00000170312, ENSG00000104921, ENSG00000138772, ENSG00000163661, ENSG00000137807, ENSG00000178999, ENSG00000133048, ENSG00000184292, ENSG00000107789, ENSG00000105472, ENSG00000173391, ENSG00000129682, ENSG00000160180, ENSG00000008438, ENSG00000111052, ENSG00000102837, ENSG00000124107, ENSG00000119888, ENSG00000169397, ENSG00000164821, ENSG00000186652	138	4623	14527	1.6850185117261836	4.496885756422042E-5	1.4989843882373677E-5	1.9375825827117055E-4
GOTERM_BP_FAT	GO:0031640~killing of cells of other organism	7	4.827586206896552	1.7362047667473678E-7	ENSG00000104921, ENSG00000164047, ENSG00000172232, ENSG00000100448, ENSG00000164821, ENSG00000197561, ENSG00000163221	143	30	16650	27.167832167832167	5.281876161307153E-4	2.6416008908514144E-5	3.1312878028266766E-4
GOTERM_BP_FAT	GO:0044364~disruption of cells of other organism	7	4.827586206896552	1.7362047667473678E-7	ENSG00000104921, ENSG00000164047, ENSG00000172232, ENSG00000100448, ENSG00000164821, ENSG00000197561, ENSG00000163221	143	30	16650	27.167832167832167	5.281876161307153E-4	2.6416008908514144E-5	3.1312878028266766E-4
GOTERM_CC_FAT	GO:0030141~secretory granule	17	11.724137931034482	2.6139541666380336E-7	ENSG00000135218, ENSG00000164047, ENSG00000161800, ENSG00000096006, ENSG00000160180, ENSG00000005381, ENSG00000012223, ENSG00000228278, ENSG00000163751, ENSG00000172232, ENSG00000102837, ENSG00000100448, ENSG00000138772, ENSG00000164821, ENSG00000072110, ENSG00000197561, ENSG00000229314	138	358	14527	4.9987652821633874	8.155205510274044E-5	2.0388637312018787E-5	3.5139119841653965E-4
GOTERM_BP_FAT	GO:0009620~response to fungus	8	5.517241379310345	3.142420879552069E-7	ENSG00000012223, ENSG00000164047, ENSG00000100448, ENSG00000164821, ENSG00000163661, ENSG00000197561, ENSG00000163221, ENSG00000005381	143	53	16650	17.574877952236445	9.55781773095632E-4	4.553414537245004E-5	5.667426200672843E-4
GOTERM_BP_FAT	GO:0000070~mitotic sister chromatid segregation	11	7.586206896551724	3.774252299581584E-7	ENSG00000138778, ENSG00000122952, ENSG00000161800, ENSG00000090889, ENSG00000112742, ENSG00000137804, ENSG00000134057, ENSG00000137807, ENSG00000178999, ENSG00000126787, ENSG00000175063	143	142	16650	9.019501625135428	0.001147845911832368	5.2203418785978783E-5	6.806944607973264E-4
GOTERM_BP_FAT	GO:0044110~growth involved in symbiotic interaction	6	4.137931034482759	5.879947026118013E-7	ENSG00000135218, ENSG00000008438, ENSG00000164047, ENSG00000100448, ENSG00000197561, ENSG00000005381	143	20	16650	34.93006993006993	0.0017876686196119929	7.77912526268576E-5	0.0010604590986673657
GOTERM_BP_FAT	GO:0044117~growth of symbiont in host	6	4.137931034482759	5.879947026118013E-7	ENSG00000135218, ENSG00000008438, ENSG00000164047, ENSG00000100448, ENSG00000197561, ENSG00000005381	143	20	16650	34.93006993006993	0.0017876686196119929	7.77912526268576E-5	0.0010604590986673657
GOTERM_BP_FAT	GO:0044116~growth of symbiont involved in interaction with host	6	4.137931034482759	5.879947026118013E-7	ENSG00000135218, ENSG00000008438, ENSG00000164047, ENSG00000100448, ENSG00000197561, ENSG00000005381	143	20	16650	34.93006993006993	0.0017876686196119929	7.77912526268576E-5	0.0010604590986673657
GOTERM_CC_FAT	GO:0070062~extracellular exosome	52	35.86206896551724	7.424527772889947E-7	ENSG00000196139, ENSG00000164047, ENSG00000124469, ENSG00000148346, ENSG00000163993, ENSG00000206177, ENSG00000137563, ENSG00000132465, ENSG00000005381, ENSG00000109743, ENSG00000172232, ENSG00000148175, ENSG00000133742, ENSG00000197561, ENSG00000150625, ENSG00000229314, ENSG00000170180, ENSG00000100504, ENSG00000012223, ENSG00000228278, ENSG00000133818, ENSG00000112299, ENSG00000104267, ENSG00000100448, ENSG00000196415, ENSG00000162692, ENSG00000162747, ENSG00000072110, ENSG00000115828, ENSG00000140848, ENSG00000096006, ENSG00000161800, ENSG00000169385, ENSG00000107562, ENSG00000118520, ENSG00000128322, ENSG00000104921, ENSG00000170312, ENSG00000100985, ENSG00000138772, ENSG00000184292, ENSG00000133048, ENSG00000107789, ENSG00000173391, ENSG00000160180, ENSG00000008438, ENSG00000111052, ENSG00000102837, ENSG00000124107, ENSG00000119888, ENSG00000169397, ENSG00000186652	138	2811	14527	1.9473290747013545	2.316185247842606E-4	4.632799732462445E-5	9.980687255439769E-4
GOTERM_CC_FAT	GO:1903561~extracellular vesicle	52	35.86206896551724	8.680411576294294E-7	ENSG00000196139, ENSG00000164047, ENSG00000124469, ENSG00000148346, ENSG00000163993, ENSG00000206177, ENSG00000137563, ENSG00000132465, ENSG00000005381, ENSG00000109743, ENSG00000172232, ENSG00000148175, ENSG00000133742, ENSG00000197561, ENSG00000150625, ENSG00000229314, ENSG00000170180, ENSG00000100504, ENSG00000012223, ENSG00000228278, ENSG00000133818, ENSG00000112299, ENSG00000104267, ENSG00000100448, ENSG00000196415, ENSG00000162692, ENSG00000162747, ENSG00000072110, ENSG00000115828, ENSG00000140848, ENSG00000096006, ENSG00000161800, ENSG00000169385, ENSG00000107562, ENSG00000118520, ENSG00000128322, ENSG00000104921, ENSG00000170312, ENSG00000100985, ENSG00000138772, ENSG00000184292, ENSG00000133048, ENSG00000107789, ENSG00000173391, ENSG00000160180, ENSG00000008438, ENSG00000111052, ENSG00000102837, ENSG00000124107, ENSG00000119888, ENSG00000169397, ENSG00000186652	138	2825	14527	1.9376785943311532	2.70792287870969E-4	4.5137141075679565E-5	0.0011668944901455092
GOTERM_CC_FAT	GO:0043230~extracellular organelle	52	35.86206896551724	8.777388676556466E-7	ENSG00000196139, ENSG00000164047, ENSG00000124469, ENSG00000148346, ENSG00000163993, ENSG00000206177, ENSG00000137563, ENSG00000132465, ENSG00000005381, ENSG00000109743, ENSG00000172232, ENSG00000148175, ENSG00000133742, ENSG00000197561, ENSG00000150625, ENSG00000229314, ENSG00000170180, ENSG00000100504, ENSG00000012223, ENSG00000228278, ENSG00000133818, ENSG00000112299, ENSG00000104267, ENSG00000100448, ENSG00000196415, ENSG00000162692, ENSG00000162747, ENSG00000072110, ENSG00000115828, ENSG00000140848, ENSG00000096006, ENSG00000161800, ENSG00000169385, ENSG00000107562, ENSG00000118520, ENSG00000128322, ENSG00000104921, ENSG00000170312, ENSG00000100985, ENSG00000138772, ENSG00000184292, ENSG00000133048, ENSG00000107789, ENSG00000173391, ENSG00000160180, ENSG00000008438, ENSG00000111052, ENSG00000102837, ENSG00000124107, ENSG00000119888, ENSG00000169397, ENSG00000186652	138	2826	14527	1.9369929331158906	2.7381715214769287E-4	3.91213271564439E-5	0.0011799309027282767
GOTERM_BP_FAT	GO:0050832~defense response to fungus	7	4.827586206896552	8.95672993376929E-7	ENSG00000012223, ENSG00000164047, ENSG00000100448, ENSG00000164821, ENSG00000197561, ENSG00000163221, ENSG00000005381	143	39	16650	20.898332436793975	0.0027218232432770773	1.1355747433239305E-4	0.001615358236783937
GOTERM_CC_FAT	GO:0005819~spindle	15	10.344827586206897	1.0349028624252068E-6	ENSG00000138778, ENSG00000161800, ENSG00000090889, ENSG00000066279, ENSG00000112742, ENSG00000134057, ENSG00000117399, ENSG00000126787, ENSG00000170312, ENSG00000138160, ENSG00000088325, ENSG00000137804, ENSG00000137807, ENSG00000178999, ENSG00000087586	138	303	14527	5.211292868417276	3.2283773683006167E-4	4.036041801525059E-5	0.0013912026909368436
GOTERM_BP_FAT	GO:0098542~defense response to other organism	18	12.413793103448276	1.0713183441080787E-6	ENSG00000135218, ENSG00000164047, ENSG00000132465, ENSG00000128322, ENSG00000005381, ENSG00000012223, ENSG00000008438, ENSG00000172232, ENSG00000100448, ENSG00000124107, ENSG00000169397, ENSG00000138772, ENSG00000179750, ENSG00000164821, ENSG00000186652, ENSG00000197561, ENSG00000163221, ENSG00000166527	143	494	16650	4.242518614988251	0.003254715360750615	1.303924368672993E-4	0.0019321340882894056
GOTERM_BP_FAT	GO:0051783~regulation of nuclear division	11	7.586206896551724	1.4211957400233547E-6	ENSG00000138778, ENSG00000138160, ENSG00000124882, ENSG00000011426, ENSG00000112742, ENSG00000137804, ENSG00000134057, ENSG00000126787, ENSG00000117399, ENSG00000175063, ENSG00000087586	143	164	16650	7.809568480300189	0.004315363653733528	1.6632084830336957E-4	0.0025631340741405495
GOTERM_CC_FAT	GO:0099503~secretory vesicle	18	12.413793103448276	1.8866414814931626E-6	ENSG00000138449, ENSG00000135218, ENSG00000164047, ENSG00000161800, ENSG00000096006, ENSG00000160180, ENSG00000005381, ENSG00000012223, ENSG00000228278, ENSG00000163751, ENSG00000172232, ENSG00000102837, ENSG00000100448, ENSG00000138772, ENSG00000164821, ENSG00000072110, ENSG00000197561, ENSG00000229314	138	467	14527	4.057443441020389	5.884594872541671E-4	6.540149428380104E-5	0.0025361672992052497
GOTERM_BP_FAT	GO:0032496~response to lipopolysaccharide	14	9.655172413793103	1.9084091521754412E-6	ENSG00000135218, ENSG00000164047, ENSG00000148346, ENSG00000073756, ENSG00000118520, ENSG00000005381, ENSG00000012223, ENSG00000121742, ENSG00000134326, ENSG00000100448, ENSG00000124107, ENSG00000162692, ENSG00000008394, ENSG00000197561	143	302	16650	5.397582549900431	0.005790464850291888	2.1506185574760028E-4	0.0034418117705214968
GOTERM_BP_FAT	GO:1990267~response to transition metal nanoparticle	10	6.896551724137931	1.930514998300873E-6	ENSG00000170312, ENSG00000138449, ENSG00000104267, ENSG00000118520, ENSG00000073756, ENSG00000137563, ENSG00000162692, ENSG00000134057, ENSG00000080819, ENSG00000005381	143	132	16650	8.82072472981564	0.005857341305643304	2.0978380695313437E-4	0.003481678960604029
GOTERM_BP_FAT	GO:0008284~positive regulation of cell proliferation	23	15.862068965517242	2.981994615692903E-6	ENSG00000196139, ENSG00000164047, ENSG00000107562, ENSG00000073756, ENSG00000118520, ENSG00000105472, ENSG00000066279, ENSG00000112742, ENSG00000163421, ENSG00000134057, ENSG00000117399, ENSG00000012223, ENSG00000100985, ENSG00000170312, ENSG00000109743, ENSG00000086548, ENSG00000124882, ENSG00000196415, ENSG00000119888, ENSG00000162692, ENSG00000197561, ENSG00000163554, ENSG00000145386	143	849	16650	3.1542662284711755	0.009033176631223938	3.128552969569043E-4	0.005377971649278557
GOTERM_BP_FAT	GO:0002237~response to molecule of bacterial origin	14	9.655172413793103	3.14428318085167E-6	ENSG00000135218, ENSG00000164047, ENSG00000148346, ENSG00000073756, ENSG00000118520, ENSG00000005381, ENSG00000012223, ENSG00000121742, ENSG00000134326, ENSG00000100448, ENSG00000124107, ENSG00000162692, ENSG00000008394, ENSG00000197561	143	316	16650	5.158449145790918	0.009522440432651491	3.188847708269771E-4	0.005670648209854523
GOTERM_BP_FAT	GO:0007088~regulation of mitotic nuclear division	10	6.896551724137931	3.1460935815996156E-6	ENSG00000138778, ENSG00000138160, ENSG00000124882, ENSG00000011426, ENSG00000112742, ENSG00000137804, ENSG00000134057, ENSG00000126787, ENSG00000175063, ENSG00000087586	143	140	16650	8.316683316683317	0.009527897024908749	3.087774096871554E-4	0.005673913141956977
