"Category","Term","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR","Rids"
"GOTERM_BP_FAT","GO:0006952~defense response",37,25.5172413793103,1.0393914600394e-08,143,1518,16650,2.83797230437547,3.16281821650666e-05,2.4329726054928e-06,1.87457055433882e-05,14
"GOTERM_BP_FAT","GO:0006955~immune response",37,25.5172413793103,1.82020049304205e-08,143,1551,16650,2.77758991492067,5.5387167499088e-05,3.95632798977363e-06,3.28278049299691e-05,15
"GOTERM_CC_FAT","GO:0044421~extracellular region part",68,46.8965517241379,2.08333062049019e-08,138,3878,14527,1.84585659723001,6.49997047452722e-06,3.24999051848351e-06,2.8006043406581e-05,16
"GOTERM_BP_FAT","GO:0098813~nuclear chromosome segregation",16,11.0344827586207,2.35382662973524e-08,143,287,16650,6.49106990570405,7.16243801551775e-05,4.77511828600452e-06,4.24518938779705e-05,17
"GOTERM_BP_FAT","GO:0007059~chromosome segregation",17,11.7241379310345,2.65480485365678e-08,143,334,16650,5.92625936937314,8.07824496935616e-05,5.04909430154576e-06,4.78801154724096e-05,18
"GOTERM_BP_FAT","GO:0035821~modification of morphology or physiology of other organism",11,7.58620689655172,3.99389784128882e-08,143,112,16650,11.4354395604396,0.000121526928878457,7.14905173215818e-06,7.20310074586727e-05,19
"GOTERM_BP_FAT","GO:0051726~regulation of cell cycle",28,19.3103448275862,4.93052087721505e-08,143,976,16650,3.34030723374986,0.000150024499290469,8.33528493304758e-06,8.89232453338273e-05,20
"GOTERM_BP_FAT","GO:0022402~cell cycle process",33,22.7586206896552,9.62262063140128e-08,143,1357,16650,2.83147213876764,0.00029277349344381,1.54112686120422e-05,0.000173546433368532,21
"GOTERM_CC_FAT","GO:0005576~extracellular region",74,51.0344827586207,1.44134184132802e-07,138,4623,14527,1.68501851172618,4.49688575642204e-05,1.49898438823737e-05,0.000193758258271171,22
"GOTERM_BP_FAT","GO:0031640~killing of cells of other organism",7,4.82758620689655,1.73620476674737e-07,143,30,16650,27.1678321678322,0.000528187616130715,2.64160089085141e-05,0.000313128780282668,23
"GOTERM_BP_FAT","GO:0044364~disruption of cells of other organism",7,4.82758620689655,1.73620476674737e-07,143,30,16650,27.1678321678322,0.000528187616130715,2.64160089085141e-05,0.000313128780282668,24
"GOTERM_CC_FAT","GO:0030141~secretory granule",17,11.7241379310345,2.61395416663803e-07,138,358,14527,4.99876528216339,8.15520551027404e-05,2.03886373120188e-05,0.00035139119841654,25
"GOTERM_BP_FAT","GO:0009620~response to fungus",8,5.51724137931035,3.14242087955207e-07,143,53,16650,17.5748779522364,0.000955781773095632,4.553414537245e-05,0.000566742620067284,26
"GOTERM_BP_FAT","GO:0000070~mitotic sister chromatid segregation",11,7.58620689655172,3.77425229958158e-07,143,142,16650,9.01950162513543,0.00114784591183237,5.22034187859788e-05,0.000680694460797326,27
"GOTERM_BP_FAT","GO:0044110~growth involved in symbiotic interaction",6,4.13793103448276,5.87994702611801e-07,143,20,16650,34.9300699300699,0.00178766861961199,7.77912526268576e-05,0.00106045909866737,28
"GOTERM_BP_FAT","GO:0044117~growth of symbiont in host",6,4.13793103448276,5.87994702611801e-07,143,20,16650,34.9300699300699,0.00178766861961199,7.77912526268576e-05,0.00106045909866737,29
"GOTERM_BP_FAT","GO:0044116~growth of symbiont involved in interaction with host",6,4.13793103448276,5.87994702611801e-07,143,20,16650,34.9300699300699,0.00178766861961199,7.77912526268576e-05,0.00106045909866737,30
"GOTERM_CC_FAT","GO:0070062~extracellular exosome",52,35.8620689655172,7.42452777288995e-07,138,2811,14527,1.94732907470135,0.000231618524784261,4.63279973246244e-05,0.000998068725543977,31
"GOTERM_CC_FAT","GO:1903561~extracellular vesicle",52,35.8620689655172,8.68041157629429e-07,138,2825,14527,1.93767859433115,0.000270792287870969,4.51371410756796e-05,0.00116689449014551,32
"GOTERM_CC_FAT","GO:0043230~extracellular organelle",52,35.8620689655172,8.77738867655647e-07,138,2826,14527,1.93699293311589,0.000273817152147693,3.91213271564439e-05,0.00117993090272828,33
"GOTERM_BP_FAT","GO:0050832~defense response to fungus",7,4.82758620689655,8.95672993376929e-07,143,39,16650,20.898332436794,0.00272182324327708,0.000113557474332393,0.00161535823678394,34
"GOTERM_CC_FAT","GO:0005819~spindle",15,10.3448275862069,1.03490286242521e-06,138,303,14527,5.21129286841728,0.000322837736830062,4.03604180152506e-05,0.00139120269093684,35
"GOTERM_BP_FAT","GO:0098542~defense response to other organism",18,12.4137931034483,1.07131834410808e-06,143,494,16650,4.24251861498825,0.00325471536075062,0.000130392436867299,0.00193213408828941,36
"GOTERM_BP_FAT","GO:0051783~regulation of nuclear division",11,7.58620689655172,1.42119574002335e-06,143,164,16650,7.80956848030019,0.00431536365373353,0.00016632084830337,0.00256313407414055,37
"GOTERM_CC_FAT","GO:0099503~secretory vesicle",18,12.4137931034483,1.88664148149316e-06,138,467,14527,4.05744344102039,0.000588459487254167,6.5401494283801e-05,0.00253616729920525,38
"GOTERM_BP_FAT","GO:0032496~response to lipopolysaccharide",14,9.6551724137931,1.90840915217544e-06,143,302,16650,5.39758254990043,0.00579046485029189,0.0002150618557476,0.0034418117705215,39
"GOTERM_BP_FAT","GO:1990267~response to transition metal nanoparticle",10,6.89655172413793,1.93051499830087e-06,143,132,16650,8.82072472981564,0.0058573413056433,0.000209783806953134,0.00348167896060403,40
"GOTERM_BP_FAT","GO:0008284~positive regulation of cell proliferation",23,15.8620689655172,2.9819946156929e-06,143,849,16650,3.15426622847118,0.00903317663122394,0.000312855296956904,0.00537797164927856,41
"GOTERM_BP_FAT","GO:0002237~response to molecule of bacterial origin",14,9.6551724137931,3.14428318085167e-06,143,316,16650,5.15844914579092,0.00952244043265149,0.000318884770826977,0.00567064820985452,42
"GOTERM_BP_FAT","GO:0007088~regulation of mitotic nuclear division",10,6.89655172413793,3.14609358159962e-06,143,140,16650,8.31668331668332,0.00952789702490875,0.000308777409687155,0.00567391314195698,43
"GOTERM_BP_FAT","GO:0010564~regulation of cell cycle process",19,13.1034482758621,3.15972073339908e-06,143,595,16650,3.71804665922313,0.00956896862824308,0.000300425031552032,0.00569848876008638,44
"GOTERM_BP_FAT","GO:0007049~cell cycle",34,23.448275862069,3.31439034849062e-06,143,1672,16650,2.36766821695051,0.010035016364811,0.000305580771727709,0.00597742422802083,45
"GOTERM_BP_FAT","GO:0007051~spindle organization",9,6.20689655172414,4.52344816115867e-06,143,110,16650,9.52638270820089,0.0136705810576091,0.000404767585570731,0.0081578472484356,46
"GOTERM_CC_FAT","GO:0042581~specific granule",5,3.44827586206897,7.04221352531419e-06,138,14,14527,37.5957556935818,0.00219476632692028,0.000219693699444967,0.00946637661409788,47
"GOTERM_BP_FAT","GO:0051851~modification by host of symbiont morphology or physiology",7,4.82758620689655,7.9134253231785e-06,143,56,16650,14.5541958041958,0.0237930230829867,0.000687781899198603,0.01427111546487,48
"GOTERM_BP_FAT","GO:0044772~mitotic cell cycle phase transition",17,11.7241379310345,8.13051979628623e-06,143,514,16650,3.85091562134364,0.0244377156544191,0.000687021457056902,0.0146625977387571,49
"GOTERM_BP_FAT","GO:0044130~negative regulation of growth of symbiont in host",5,3.44827586206897,8.52287315090335e-06,143,16,16650,36.3854895104895,0.0256017846052382,0.000700706107481408,0.0153701172984522,50
"GOTERM_BP_FAT","GO:0044146~negative regulation of growth of symbiont involved in interaction with host",5,3.44827586206897,8.52287315090335e-06,143,16,16650,36.3854895104895,0.0256017846052382,0.000700706107481408,0.0153701172984522,51
"GOTERM_BP_FAT","GO:0051702~interaction with symbiont",7,4.82758620689655,9.72792022854795e-06,143,58,16650,14.0523269833615,0.0291683515109628,0.000778702055112657,0.0175431145912563,52
"GOTERM_BP_FAT","GO:0044144~modulation of growth of symbiont involved in interaction with host",5,3.44827586206897,1.10715822560837e-05,143,17,16650,34.2451665981078,0.0331297895555093,0.00086349905485994,0.0199660162497284,53
"GOTERM_BP_FAT","GO:0044126~regulation of growth of symbiont in host",5,3.44827586206897,1.10715822560837e-05,143,17,16650,34.2451665981078,0.0331297895555093,0.00086349905485994,0.0199660162497284,54
"GOTERM_BP_FAT","GO:0010035~response to inorganic substance",16,11.0344827586207,1.15350857374532e-05,143,469,16650,3.97214725572935,0.0344925571588935,0.000877151785984354,0.0208017964118512,55
"GOTERM_CC_FAT","GO:0031988~membrane-bounded vesicle",58,40,1.15716542751477e-05,138,3611,14527,1.69081991820484,0.00360386744813479,0.000328162235981089,0.0155545625323827,56
"GOTERM_BP_FAT","GO:0051225~spindle assembly",8,5.51724137931035,1.17156595180508e-05,143,90,16650,10.3496503496503,0.0350229504263183,0.00086915769152407,0.021127401637544,57
"GOTERM_BP_FAT","GO:0019730~antimicrobial humoral response",7,4.82758620689655,1.1865364948354e-05,143,60,16650,13.5839160839161,0.0354624542842297,0.000859309623430393,0.0213973452202865,58
"GOTERM_BP_FAT","GO:0008283~cell proliferation",35,24.1379310344828,1.22201103267087e-05,143,1861,16650,2.18977690767051,0.0365031138397733,0.000864417406841067,0.0220370068996667,59
"GOTERM_BP_FAT","GO:0033993~response to lipid",22,15.1724137931034,1.2723424453008e-05,143,860,16650,2.97853309481216,0.0379776799991159,0.000879559027389898,0.0229445547517915,60
"GOTERM_BP_FAT","GO:0051817~modification of morphology or physiology of other organism involved in symbiotic interaction",8,5.51724137931035,1.45430201390777e-05,143,93,16650,10.015790660952,0.0432897783565011,0.000982955073575154,0.026225482897535,61
"GOTERM_BP_FAT","GO:0044770~cell cycle phase transition",17,11.7241379310345,1.75736768171359e-05,143,547,16650,3.61859347234119,0.0520724165882268,0.00116187164410397,0.031689859455164,62
"GOTERM_BP_FAT","GO:0009605~response to external stimulus",37,25.5172413793103,1.936757610336e-05,143,2073,16650,2.07816785240808,0.0572329944894465,0.00125317379787293,0.0349241876633877,63
"GOTERM_BP_FAT","GO:0007346~regulation of mitotic cell cycle",16,11.0344827586207,1.97599467285234e-05,143,491,16650,3.79416917095125,0.0583579932933822,0.00125192635180049,0.035631602933861,64
"GOTERM_BP_FAT","GO:0002520~immune system development",21,14.4827586206897,2.16571621267145e-05,143,821,16650,2.97820328270998,0.0637787553953637,0.00134406446569979,0.0390520755273904,65
"GOTERM_BP_FAT","GO:0061640~cytoskeleton-dependent cytokinesis",6,4.13793103448276,2.46098132769267e-05,143,41,16650,17.0390585024731,0.0721531417974196,0.00149665056585357,0.0443751638515177,66
"GOTERM_BP_FAT","GO:0045087~innate immune response",21,14.4827586206897,2.80337471141024e-05,143,836,16650,2.92476662093887,0.0817704711835077,0.00167130550153782,0.0505475531371702,67
"GOTERM_BP_FAT","GO:0006954~inflammatory response",18,12.4137931034483,3.05408309463574e-05,143,637,16650,3.29011647692966,0.0887492455820249,0.00178565704029465,0.0550668915245911,68
"GOTERM_BP_FAT","GO:0051873~killing by host of symbiont cells",4,2.75862068965517,3.29630888358512e-05,143,8,16650,58.2167832167832,0.095441529806488,0.00189082019148945,0.0594331369985435,69
"GOTERM_BP_FAT","GO:0051852~disruption by host of symbiont cells",4,2.75862068965517,3.29630888358512e-05,143,8,16650,58.2167832167832,0.095441529806488,0.00189082019148945,0.0594331369985435,70
"GOTERM_BP_FAT","GO:0051256~mitotic spindle midzone assembly",4,2.75862068965517,3.29630888358512e-05,143,8,16650,58.2167832167832,0.095441529806488,0.00189082019148945,0.0594331369985435,71
"GOTERM_BP_FAT","GO:0048534~hematopoietic or lymphoid organ development",20,13.7931034482759,3.4282451106849e-05,143,778,16650,2.99315080806083,0.0990660098725323,0.0019300477792108,0.0618112801248571,72
"GOTERM_BP_FAT","GO:0090307~mitotic spindle assembly",6,4.13793103448276,3.4939137533754e-05,143,44,16650,15.8773045136682,0.100864607965344,0.00193125368725933,0.0629949338192493,73
"GOTERM_BP_FAT","GO:1902850~microtubule cytoskeleton organization involved in mitosis",6,4.13793103448276,3.90385286122535e-05,143,45,16650,15.5244755244755,0.112011566491884,0.00211911865884118,0.0703836396402369,74
"GOTERM_BP_FAT","GO:0000022~mitotic spindle elongation",4,2.75862068965517,4.91355699996919e-05,143,9,16650,51.7482517482517,0.138881551348935,0.0026197766430307,0.088580256203763,75
"GOTERM_MF_FAT","GO:0005539~glycosaminoglycan binding",10,6.89655172413793,5.09552893245861e-05,127,208,15478,5.85932768019382,0.0269431110667249,0.0269431110667249,0.0740692391824505,76
"GOTERM_BP_FAT","GO:0090068~positive regulation of cell cycle process",11,7.58620689655172,5.89897742840688e-05,143,251,16650,5.10266625804474,0.164321390207952,0.00309023567004263,0.106336220459502,77
"GOTERM_BP_FAT","GO:0010038~response to metal ion",12,8.27586206896552,6.74473551281973e-05,143,308,16650,4.5363727181909,0.185555687539449,0.00347275638272948,0.121573278304055,78
"GOTERM_BP_FAT","GO:0051255~spindle midzone assembly",4,2.75862068965517,6.97550773910889e-05,143,10,16650,46.5734265734266,0.191255395111618,0.00353161751928388,0.125730456805273,79
"GOTERM_BP_FAT","GO:0051231~spindle elongation",4,2.75862068965517,6.97550773910889e-05,143,10,16650,46.5734265734266,0.191255395111618,0.00353161751928388,0.125730456805273,80
"GOTERM_BP_FAT","GO:0051983~regulation of chromosome segregation",7,4.82758620689655,8.14762774126419e-05,143,84,16650,9.7027972027972,0.219595116852571,0.00405638029492961,0.146842745299391,81
"GOTERM_CC_FAT","GO:0000779~condensed chromosome, centromeric region",8,5.51724137931035,9.0474752981112e-05,138,112,14527,7.51915113871636,0.0278346734804846,0.00234968515575873,0.121556050491312,82
"GOTERM_BP_FAT","GO:0006928~movement of cell or subcellular component",32,22.0689655172414,9.49228822473356e-05,143,1795,16650,2.07569589185188,0.250885952573465,0.00464826067417301,0.171057650295359,83
"GOTERM_BP_FAT","GO:0019731~antibacterial humoral response",6,4.13793103448276,0.000103811678618136,143,55,16650,12.7018436109345,0.270878822253651,0.00500197738342845,0.187061720731541,84
"GOTERM_BP_FAT","GO:0034599~cellular response to oxidative stress",10,6.89655172413793,0.000149277640379307,143,228,16650,5.10673536989326,0.36509872706607,0.00707308229525949,0.268884230989419,85
"GOTERM_BP_FAT","GO:0000075~cell cycle checkpoint",10,6.89655172413793,0.000154274142093095,143,229,16650,5.08443521543958,0.374680419163481,0.00719693758344919,0.277872286638692,86
"GOTERM_BP_FAT","GO:0001878~response to yeast",4,2.75862068965517,0.000163155003664523,143,13,16650,35.8257127487897,0.39135565620909,0.00749482091754283,0.293845911110802,87
"GOTERM_BP_FAT","GO:0051883~killing of cells in other organism involved in symbiotic interaction",4,2.75862068965517,0.000163155003664523,143,13,16650,35.8257127487897,0.39135565620909,0.00749482091754283,0.293845911110802,88
"GOTERM_BP_FAT","GO:0051818~disruption of cells of other organism involved in symbiotic interaction",4,2.75862068965517,0.000163155003664523,143,13,16650,35.8257127487897,0.39135565620909,0.00749482091754283,0.293845911110802,89
"GOTERM_BP_FAT","GO:0000281~mitotic cytokinesis",5,3.44827586206897,0.000171218639226492,143,33,16650,17.6414494596313,0.406111049003963,0.00774689555458952,0.308347532770892,90
"GOTERM_BP_FAT","GO:0030097~hemopoiesis",18,12.4137931034483,0.000187561177935092,143,739,16650,2.83600026495832,0.434928041798206,0.0083590174401077,0.337731802653118,91
"GOTERM_CC_FAT","GO:0005876~spindle microtubule",6,4.13793103448276,0.000230655304678701,138,59,14527,10.7052321296979,0.0694437522995266,0.00552106840333499,0.309623522560487,92
"GOTERM_CC_FAT","GO:0072686~mitotic spindle",6,4.13793103448276,0.000230655304678701,138,59,14527,10.7052321296979,0.0694437522995266,0.00552106840333499,0.309623522560487,93
"GOTERM_CC_FAT","GO:0000776~kinetochore",8,5.51724137931035,0.000251828016099782,138,132,14527,6.37988581466842,0.0755721152466319,0.0055971512382319,0.338000510491254,94
"GOTERM_BP_FAT","GO:1901700~response to oxygen-containing compound",27,18.6206896551724,0.000256424035132166,143,1466,16650,2.1444108415459,0.54177658110856,0.0112464027564267,0.461459004218367,95
"GOTERM_BP_FAT","GO:0042127~regulation of cell proliferation",28,19.3103448275862,0.000261285292130109,143,1552,16650,2.10060557998702,0.548506830572125,0.011295648712212,0.470187832042179,96
"GOTERM_CC_FAT","GO:0030496~midbody",8,5.51724137931035,0.000263757984367782,138,133,14527,6.33191674839272,0.079007462791677,0.0054718642264131,0.353986504320714,97
"GOTERM_CC_FAT","GO:0000922~spindle pole",8,5.51724137931035,0.000263757984367782,138,133,14527,6.33191674839272,0.079007462791677,0.0054718642264131,0.353986504320714,98
"GOTERM_BP_FAT","GO:0050764~regulation of phagocytosis",6,4.13793103448276,0.000265542318303385,143,67,16650,10.4268865462895,0.554319333900214,0.0113178959080593,0.477831114817029,99
"GOTERM_BP_FAT","GO:0006959~humoral immune response",10,6.89655172413793,0.000279286346762724,143,248,16650,4.69490187232123,0.572579534536922,0.0117359657021143,0.502504063012854,100
"GOTERM_BP_FAT","GO:0000226~microtubule cytoskeleton organization",13,8.96551724137931,0.000305440625937869,143,428,16650,3.53653355989805,0.605287568376765,0.0126534793810557,0.549439636284832,101
"GOTERM_MF_FAT","GO:0030246~carbohydrate binding",10,6.89655172413793,0.000309092155236518,127,264,15478,4.61643999045574,0.1526987704649,0.0795103316521691,0.44851583542197,102
"GOTERM_BP_FAT","GO:0009636~response to toxic substance",9,6.20689655172414,0.000342214070568908,143,202,16650,5.18763414803019,0.647087680992536,0.0139762189508338,0.615396627514075,103
"GOTERM_BP_FAT","GO:0055072~iron ion homeostasis",6,4.13793103448276,0.000371820001672887,143,72,16650,9.7027972027972,0.67750210335354,0.0149755169171281,0.668467913756621,104
"GOTERM_BP_FAT","GO:0043900~regulation of multi-organism process",12,8.27586206896552,0.000391372873643978,143,377,16650,3.70610821539204,0.696137738562108,0.0155512421375518,0.703503511370596,105
"GOTERM_BP_FAT","GO:0001906~cell killing",7,4.82758620689655,0.000394624598450687,143,112,16650,7.2770979020979,0.69913079888397,0.0154774115638375,0.709328946426258,106
"GOTERM_BP_FAT","GO:0051304~chromosome separation",6,4.13793103448276,0.000396450664874592,143,73,16650,9.5698821726219,0.70079866630456,0.0153506837615118,0.712600186071188,107
"GOTERM_BP_FAT","GO:0043901~negative regulation of multi-organism process",8,5.51724137931035,0.000397862702659739,143,157,16650,5.93292058260211,0.702082034379526,0.0152114371849683,0.715129659519542,108
"GOTERM_CC_FAT","GO:0000775~chromosome, centromeric region",9,6.20689655172414,0.00042376127128505,138,189,14527,5.0127674258109,0.123870649047116,0.00823103412709147,0.568159459129558,109
"GOTERM_BP_FAT","GO:0000302~response to reactive oxygen species",9,6.20689655172414,0.000443486966412474,143,210,16650,4.99000999000999,0.740715710648361,0.0167313274547449,0.796826567548448,110
"GOTERM_MF_FAT","GO:0035173~histone kinase activity",4,2.75862068965517,0.000464011351811021,127,19,15478,25.6576875259014,0.220238990697243,0.0795776162487285,0.672609746493902,111
"GOTERM_BP_FAT","GO:1902589~single-organism organelle organization",28,19.3103448275862,0.00047699815980548,143,1612,16650,2.02241926807684,0.765863662198431,0.0177644138562223,0.856792801725659,112
"GOTERM_BP_FAT","GO:0031100~organ regeneration",6,4.13793103448276,0.000477771944998272,143,76,16650,9.19212366580788,0.766414580396897,0.0175779110356522,0.858177038575247,113
"GOTERM_BP_FAT","GO:0015669~gas transport",4,2.75862068965517,0.000532433923166937,143,19,16650,24.5123297754877,0.802225523520546,0.0193362468135068,0.955916554565894,114
"GOTERM_BP_FAT","GO:0006979~response to oxidative stress",12,8.27586206896552,0.000565942255500138,143,394,16650,3.5461999929005,0.82140771161949,0.0202988821218115,1.01578683828731,115
"GOTERM_BP_FAT","GO:0000910~cytokinesis",7,4.82758620689655,0.000569950782551832,143,120,16650,6.79195804195804,0.82357416146315,0.0202031795964829,1.02294669707611,116
"GOTERM_BP_FAT","GO:0031145~anaphase-promoting complex-dependent catabolic process",6,4.13793103448276,0.000571058969998391,143,79,16650,8.84305567849872,0.824168443670283,0.0200090704189728,1.02492600756436,117
"GOTERM_BP_FAT","GO:0045123~cellular extravasation",5,3.44827586206897,0.00057595877478456,143,45,16650,12.9370629370629,0.826772145057556,0.0199494434681736,1.03367699862483,118
"GOTERM_BP_FAT","GO:0045840~positive regulation of mitotic nuclear division",5,3.44827586206897,0.00057595877478456,143,45,16650,12.9370629370629,0.826772145057556,0.0199494434681736,1.03367699862483,119
"GOTERM_CC_FAT","GO:0042582~azurophil granule",4,2.75862068965517,0.000603591135116328,138,18,14527,23.3929146537842,0.171697862925938,0.0110198488096616,0.808362749554115,120
"GOTERM_CC_FAT","GO:0005766~primary lysosome",4,2.75862068965517,0.000603591135116328,138,18,14527,23.3929146537842,0.171697862925938,0.0110198488096616,0.808362749554115,121
"GOTERM_BP_FAT","GO:0045787~positive regulation of cell cycle",11,7.58620689655172,0.000662964135105714,143,339,16650,3.77808032675289,0.867088115211986,0.022671647523012,1.18894584807197,122
"GOTERM_BP_FAT","GO:0045931~positive regulation of mitotic cell cycle",7,4.82758620689655,0.000677686963602815,143,124,16650,6.57286262124972,0.872915175955603,0.0229120958168705,1.21519727951944,123
"GOTERM_BP_FAT","GO:0030071~regulation of mitotic metaphase/anaphase transition",5,3.44827586206897,0.000680466409779979,143,47,16650,12.3865496205922,0.873986232454315,0.0227523282839244,1.22015241138819,124
"GOTERM_BP_FAT","GO:0034614~cellular response to reactive oxygen species",7,4.82758620689655,0.00070693420572583,143,125,16650,6.52027972027972,0.88374410490231,0.0233705076943975,1.26732682002977,125
"GOTERM_MF_FAT","GO:0019865~immunoglobulin binding",4,2.75862068965517,0.000724406675168108,127,22,15478,22.1589119541875,0.321874349420797,0.0925398908952,1.04821904630962,126
"GOTERM_BP_FAT","GO:0030099~myeloid cell differentiation",11,7.58620689655172,0.000725485871484411,143,343,16650,3.73402108095986,0.89012970059295,0.0237191154710341,1.30037936802465,127
"GOTERM_BP_FAT","GO:1902099~regulation of metaphase/anaphase transition of cell cycle",5,3.44827586206897,0.000737454118781349,143,48,16650,12.1284965034965,0.894061944829818,0.0238497089027616,1.32169703173549,128
"GOTERM_BP_FAT","GO:1901701~cellular response to oxygen-containing compound",19,13.1034482758621,0.000758788092220191,143,912,16650,2.4256993006993,0.900725707226089,0.0242736104902229,1.35968600208407,129
"GOTERM_BP_FAT","GO:0043903~regulation of symbiosis, encompassing mutualism through parasitism",10,6.89655172413793,0.00076369750081671,143,285,16650,4.08538829591461,0.902198888539598,0.0241747761205926,1.36842613017174,130
"GOTERM_BP_FAT","GO:0010965~regulation of mitotic sister chromatid separation",5,3.44827586206897,0.000797735732513105,143,49,16650,11.8809761666905,0.911829126678139,0.0249793728286978,1.42900364179119,131
"GOTERM_BP_FAT","GO:0007062~sister chromatid cohesion",7,4.82758620689655,0.000800570349180445,143,128,16650,6.36746066433566,0.912586997929121,0.0248118557782638,1.43404679617993,132
"GOTERM_BP_FAT","GO:0007017~microtubule-based process",15,10.3448275862069,0.000824222118924815,143,618,16650,2.82605743770792,0.918662010431386,0.0252785009301386,1.47611689342507,133
"GOTERM_CC_FAT","GO:0000793~condensed chromosome",9,6.20689655172414,0.000847641763177454,138,210,14527,4.51149068322981,0.232468976587762,0.0145911893488144,1.13348831802497,134
"GOTERM_BP_FAT","GO:0044784~metaphase/anaphase transition of cell cycle",5,3.44827586206897,0.000861414968870204,143,50,16650,11.6433566433566,0.927372773474741,0.0261412871230755,1.54223860319412,135
"GOTERM_BP_FAT","GO:0051306~mitotic sister chromatid separation",5,3.44827586206897,0.000928595665405043,143,51,16650,11.4150555327026,0.940811581914922,0.027874428390177,1.66156669736476,136
"GOTERM_BP_FAT","GO:0050830~defense response to Gram-positive bacterium",6,4.13793103448276,0.000933737725826455,143,88,16650,7.93865225683408,0.941731361901848,0.0277530646984244,1.67069452808383,137
"GOTERM_BP_FAT","GO:0051302~regulation of cell division",7,4.82758620689655,0.000977769232058961,143,133,16650,6.12808244387192,0.949044742016055,0.0287626341769216,1.74882345879998,138
"GOTERM_BP_FAT","GO:0001816~cytokine production",15,10.3448275862069,0.00100686699839083,143,631,16650,2.76783438431616,0.953366671064367,0.0293230373506224,1.80042197396252,139
"GOTERM_BP_FAT","GO:0070942~neutrophil mediated cytotoxicity",3,2.06896551724138,0.00105935012123957,143,6,16650,58.2167832167832,0.960256584029539,0.0305366486485487,1.89342458539551,140
"GOTERM_BP_FAT","GO:0070943~neutrophil mediated killing of symbiont cell",3,2.06896551724138,0.00105935012123957,143,6,16650,58.2167832167832,0.960256584029539,0.0305366486485487,1.89342458539551,141
"GOTERM_BP_FAT","GO:0051276~chromosome organization",22,15.1724137931034,0.00107826594841811,143,1184,16650,2.16346153846154,0.962481965327279,0.0307823057802022,1.92692393739679,142
"GOTERM_BP_FAT","GO:0040011~locomotion",26,17.9310344827586,0.00113598027322507,143,1530,16650,1.97860962566845,0.968531016879874,0.0321031372823374,2.02906748245675,143
